prefix,function,expansion
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'acot', 'sin', 'exp', 'x', 's+', '2', 'mul', 's-', '2', 'mul', 'pow', 'x', 's+', '2', 'acot', 'sin', 'exp', 'x']",x**4 - 2*x**2*acot(sin(exp(x))) + acot(sin(exp(x)))**2,x**4*(-24*sin(1)/(sin(1)**2 + 1) - 72*sin(1)**2*cos(1)*acot(sin(1))/(sin(1)**2 + 1)**2 - 36*sin(1)*cos(1)/(sin(1)**2 + 1)**2 - 48*sin(1)*cos(1)**2/(sin(1)**2 + 1)**2 - 72*sin(1)*cos(1)**3/(sin(1)**2 + 1)**3 - 96*sin(1)**2*cos(1)**3*acot(sin(1))/(sin(1)**2 + 1)**3 - 12*sin(1)*cos(1)**2*acot(sin(1))/(sin(1)**2 + 1)**2 - 48*sin(1)*cos(1)**4*acot(sin(1))/(sin(1)**2 + 1)**3 - 16*cos(1)**4/(sin(1)**2 + 1)**3 + 96*sin(1)**3*cos(1)**4*acot(sin(1))/(sin(1)**2 + 1)**4 + 6*cos(1)**2/(sin(1)**2 + 1)**2 + 88*sin(1)**2*cos(1)**4/(sin(1)**2 + 1)**4 + 24*cos(1)**3*acot(sin(1))/(sin(1)**2 + 1)**2 + 6*sin(1)**2/(sin(1)**2 + 1)**2 + 12*sin(1)**3*acot(sin(1))/(sin(1)**2 + 1)**2 + 10*cos(1)*acot(sin(1))/(sin(1)**2 + 1) + 96*sin(1)**3*cos(1)**2*acot(sin(1))/(sin(1)**2 + 1)**3 + 72*sin(1)**2*cos(1)**2/(sin(1)**2 + 1)**3 + 12*sin(1)*acot(sin(1))/(sin(1)**2 + 1) + 24*cos(1)/(sin(1)**2 + 1) + 24)/24 + x**3*(-12*sin(1)**2*cos(1)*acot(sin(1))/(sin(1)**2 + 1)**2 - 6*sin(1)*cos(1)/(sin(1)**2 + 1)**2 - 12*sin(1)*cos(1)**3/(sin(1)**2 + 1)**3 - 16*sin(1)**2*cos(1)**3*acot(sin(1))/(sin(1)**2 + 1)**3 + 4*cos(1)**3*acot(sin(1))/(sin(1)**2 + 1)**2 + 6*cos(1)**2/(sin(1)**2 + 1)**2 + 12*sin(1)*cos(1)**2*acot(sin(1))/(sin(1)**2 + 1)**2 + 6*sin(1)*acot(sin(1))/(sin(1)**2 + 1) + 12*cos(1)/(sin(1)**2 + 1))/6 + x**2*(-4*acot(sin(1)) - 2*cos(1)*acot(sin(1))/(sin(1)**2 + 1) + 2*cos(1)**2/(sin(1)**2 + 1)**2 + 4*sin(1)*cos(1)**2*acot(sin(1))/(sin(1)**2 + 1)**2 + 2*sin(1)*acot(sin(1))/(sin(1)**2 + 1))/2 - 2*x*cos(1)*acot(sin(1))/(sin(1)**2 + 1) + acot(sin(1))**2
"['add', 'mul', 's-', '7', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '9', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '2', '7', 'pow', 'x', 's+', '5', 'mul', 's+', '2', '7', 'pow', 'x', 's+', '6']",27*x**6 + 27*x**5 + 9*x**4 - 7*x**3,9*x**4 - 7*x**3
"['mul', 'pow', 'x', 's+', '2', 'cos', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1']",x**2*cos(x**(5/2)),x**2
"['acot', 'add', 'x', 'pow', 'x', 's+', '3']",acot(x**3 + x),-2*x**3/3 - x + pi/2
"['add', 'pow', 'add', 's+', '1', 'add', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '3', 'x', 'mul', 's+', '3', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '6']",-x**6 + sqrt(x**3 + 3*x**2 + 3*x + 1),3*x**4/128 - x**3/16 + 3*x**2/8 + 3*x/2 + 1
"['add', 'mul', 's-', '1', 'tan', 'add', 'x', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",2*x - tan(x**2 + x),-x**4 - x**3/3 - x**2 + x
"['add', 's-', '1', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '4']",x**4 + x**2 - 1,x**4 + x**2 - 1
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'asin', 'x']",x*asin(x) + 2*x,x**4/6 + x**2 + 2*x
"['add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '2', 'x']",x**(3/2) + 2*x,2*x
"['mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's-', '1']",x**2/cos(x),x**4/2 + x**2
"['add', 'mul', 's-', '1', 'x', 'mul', 'pow', 'x', 's+', '3', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x**3*sqrt(x**2) - x,-x
"['add', 's+', '1', 'add', 'x', 'acot', 'sin', 'x']",x + acot(sin(x)) + 1,x**3/2 + 1 + pi/2
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '1', '2', 'mul', 's+', '2', 'pow', 'x', 's+', '8']",x**12 + 2*x**8 + x**4,x**4
"['pow', 'cos', 'add', 'pow', 'x', 's+', '3', 'sin', 'x', 's+', '6']",cos(x**3 + sin(x))**6,-x**4 - 3*x**2 + 1
"['add', 'mul', 's-', '2', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'sin', 'mul', 'x', 'tan', 'x']",-2*x**3 + 2*x**2*sin(x*tan(x)),2*x**4 - 2*x**3
"['pow', 'ln', 'pow', 'acot', 'x', 's+', '3', 'x']",log(acot(x)**3)**x,x**4*(-6*(-8 + 32/pi**2 + 144/(pi**2*log(pi**3/8)) + 288/(pi**2*log(pi**3/8)**2))/(pi*log(pi**3/8)) - 24*(6/pi + 18/(pi*log(pi**3/8)))*log(log(pi**3/8))/(pi*log(pi**3/8)) - 72*log(log(pi**3/8))**2/(pi*log(pi**3/8)) + log(log(pi**3/8))**4 + 432/(pi**2*log(pi**3/8)**2))/24 + x**3*(-6*(6/pi + 18/(pi*log(pi**3/8)))/(pi*log(pi**3/8)) - 36*log(log(pi**3/8))/(pi*log(pi**3/8)) + log(log(pi**3/8))**3)/6 + x**2*(-12/(pi*log(pi**3/8)) + log(log(pi**3/8))**2)/2 + x*log(log(pi**3/8)) + 1
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'x', 'exp', 'sin', 'x']",x**4 - x**2 - x*exp(sin(x)),x**4 - x**3/2 - 2*x**2 - x
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'cos', 'x', 'mul', 'exp', 'mul', 's-', '1', 'x', 'exp', 'mul', 's-', '1', 'cos', 'x']",exp(-x)*exp(-cos(x))*cos(x)/2,-x**4*exp(-1)/24 - x**3*exp(-1)/12 + x**2*exp(-1)/4 - x*exp(-1)/2 + exp(-1)/2
"['add', 'x', 'add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 'x', 'tan', 'x']",x**4 - x**2 + x*tan(x) + x,4*x**4/3 + x
"['add', 's+', '1', 'add', 'mul', 's-', '2', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-2*x**2 + 2*x + 1,-2*x**2 + 2*x + 1
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'x', 'mul', 's-', '1', 'mul', 'x', 'sin', 'x']",x**2 - x*sin(x) - x,x**4/6 - x
"['add', 'pow', 'x', 's+', '6', 'mul', 'x', 'cos', 'x']",x**6 + x*cos(x),-x**3/2 + x
"['cos', 'add', 'x', 'sin', 'mul', 's+', '2', 'x']",cos(x + sin(2*x)),59*x**4/8 - 9*x**2/2 + 1
"['add', 's-', '1', 'add', 'pow', 'x', 's+', '5', 'add', 'mul', 's-', '1', '0', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '5', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '6', 'x', 'mul', 's+', '1', '0', 'pow', 'x', 's+', '3']",x**5 - 5*x**4 + 10*x**3 - 10*x**2 + 6*x - 1,-5*x**4 + 10*x**3 - 10*x**2 + 6*x - 1
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'x']",x**2 + x*sin(x) + x,-x**4/6 + 2*x**2 + x
"['cos', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",cos(x**2 - x),-11*x**4/24 + x**3 - x**2/2 + 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '4', 'mul', 'pow', 'x', 's+', '3', 'pow', 'acos', 'pow', 'x', 's+', '5', 's-', '3']",-x**4 + x**3/acos(x**5)**3,-x**4 + 8*x**3/pi**3
"['mul', 'x', 'pow', 'acos', 'add', 'x', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '4', 'mul', 's-', '3', 'pow', 'x', 's+', '5', 's-', '1']",x/acos(-x**6 - 3*x**5 - 3*x**4 - x**3 + x**2 + x),-x**4*(-96/pi - 96/pi**2 + 20)/(6*pi**2) - 2*x**3*(-6 - 12/pi)/(3*pi**2) + 4*x**2/pi**2 + 2*x/pi
"['add', 'x', 'add', 'exp', 'sin', 'x', 'tan', 'pow', 'x', 'x']",x + exp(sin(x)) + tan(x**x),1 + tan(1)
"['add', 'pow', 'x', 's+', '3', 'add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'acos', 'x']",x**4 + x**3 - x**2*acos(x),x**4 + 2*x**3 - pi*x**2/2
"['sin', 'add', 'x', 'mul', 'x', 'pow', 'acot', 'mul', 'pow', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 's-', '1']",sin(x + x/acot(sqrt(2)*sqrt(x))),x*(2/pi + 1)
"['add', 'mul', 'pow', 'x', 's+', '2', 'cos', 'x', 'mul', 's-', '1', 'mul', 'x', 'mul', 'cos', 'x', 'tan', 'sin', 'x']",x**2*cos(x) - x*cos(x)*tan(sin(x)),-x**4/6
"['add', 'pow', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'tan', 'add', 'x', 'sin', 'x']",sqrt(x**2) - tan(x + sin(x)),-5*x**3/2
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'tan', 'x']",x*tan(x) + 2*x,x**4/3 + x**2 + 2*x
"['sin', 'add', 'x', 'mul', 's-', '1', 'sin', 'pow', 'x', 's+', '2']",sin(x - sin(x**2)),x**4/2 - x**3/6 - x**2 + x
"['add', 'mul', 's+', '2', 'x', 'mul', 'x', 'pow', 'cos', 'x', 's-', '1']",2*x + x/cos(x),x**3/2 + 3*x
"['exp', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",exp(16*x**4),16*x**4 + 1
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'add', 'pow', 'sin', 'x', 's+', '3', 'add', 'mul', 's+', '3', 'mul', 'x', 'pow', 'sin', 'x', 's+', '2', 'mul', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",x**3 + 3*x**2*sin(x) + 3*x*sin(x)**2 + x + sin(x)**3,8*x**3 + x
"['mul', 'x', 'tan', 'add', 'x', 'pow', 'x', 's+', '2']",x*tan(x**2 + x),x**4/3 + x**3 + x**2
"['add', 'mul', 's-', '2', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '6']",2*x**6 - 2*x,-2*x
"['add', 'x', 'cos', 'cos', 'sin', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",x + cos(cos(sin(2*x**2))),2*x**4*sin(1) + x + cos(1)
"['mul', 'pow', 'add', 's+', '1', 'pow', 'x', 's+', '9', 's-', '1', 'tan', 'x']",tan(x)/(x**9 + 1),x**3/3 + x
"['mul', 's+', '8', 'pow', 'x', 's+', '4']",8*x**4,8*x**4
"['mul', 'x', 'pow', 'add', 's+', '1', 'mul', 's+', '2', 'x', 'x']",x*(2*x + 1)**x,-2*x**4 + 2*x**3 + x
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '2', 'mul', 's+', '4', 'pow', 'x', 's+', '3']",x**4 + 4*x**3 + 4*x**2,x**4 + 4*x**3 + 4*x**2
"['add', 'pow', 'x', 's+', '2', 'sin', 'mul', 's+', '2', 'x']",x**2 + sin(2*x),-4*x**3/3 + x**2 + 2*x
"['mul', 'x', 'pow', 'acot', 'cos', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1']",x/sqrt(acot(cos(sqrt(x)))),2*x/sqrt(pi)
"['add', 'x', 'pow', 'sin', 'add', 'x', 'exp', 'sin', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + sqrt(sin(x + exp(sin(x**(3/2))))),x*(cos(1)/(2*sqrt(sin(1))) + 1) + sqrt(sin(1))
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'cos', 's+', '1', 'exp', 'x']",-x + exp(x) - cos(1),x**4/24 + x**3/6 + x**2/2 - cos(1) + 1
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",-x**3 + 3*x**2,-x**3 + 3*x**2
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 'x', 'cos', 'x', 'cos', 'x']",-x**2 + x*cos(x) - x + cos(x),x**4/24 - x**3/2 - 3*x**2/2 + 1
"['acos', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",acos(x**2*sin(x)),-x**3 + pi/2
"['add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'x']",x**(3/2) - x,-x
"['pow', 'tan', 'x', 's+', '3']",tan(x)**3,x**3
"['add', 'x', 'sin', 'add', 'x', 'sin', 'pow', 'x', 's+', '2']",x + sin(x + sin(x**2)),-x**4/2 - x**3/6 + x**2 + 2*x
"['add', 'x', 'sin', 'pow', 'mul', 'x', 'pow', 'cos', 'ln', 'x', 's-', '1', 'x']",x + sin((x/cos(log(x)))**x),sin(1)
"['add', 'x', 'add', 'mul', 'mul', 's-', '1', 'pow', 's+', '8', 's-', '1', 'pow', 'pi', 's+', '3', 'tan', 'mul', 's+', '2', 'x']",x + tan(2*x) - pi**3/8,8*x**3/3 + 3*x - pi**3/8
"['add', 'mul', 's-', '2', 'x', 'add', 'mul', 'x', 'tan', 'x', 'sin', 'x']",x*tan(x) - 2*x + sin(x),x**4/3 - x**3/6 + x**2 - x
"['add', 'mul', 's-', '1', 'acot', 'x', 'add', 'mul', 's-', '1', 'exp', 'sin', 'x', 'mul', 's+', '2', 'x']",2*x - exp(sin(x)) - acot(x),x**4/8 - x**3/3 - x**2/2 + 2*x - pi/2 - 1
"['add', 'mul', 's+', '2', 'x', 'mul', 's+', '6', '4', 'pow', 'x', 's+', '6']",64*x**6 + 2*x,2*x
"['add', 'x', 'acos', 'add', 'x', 'pow', 'add', 'x', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x + acos(x + sqrt(x**2 + x)),pi/2
"['asin', 'add', 'x', 'pow', 'x', 's+', '2']",asin(x**2 + x),x**4/2 + x**3/6 + x**2 + x
"['add', 'pow', 'x', 's+', '6', 'add', 'pow', 'cos', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '3', 'add', 'mul', 's-', '6', 'mul', 'x', 'pow', 'cos', 'x', 's+', '5', 'add', 'mul', 's-', '6', 'mul', 'pow', 'x', 's+', '5', 'cos', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '4', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '2']",x**6 - 6*x**5*cos(x) + 15*x**4*cos(x)**2 - 20*x**3*cos(x)**3 + 15*x**2*cos(x)**4 - 6*x*cos(x)**5 - x + cos(x)**6,-11*x**4 - 5*x**3 + 12*x**2 - 7*x + 1
"['add', 's-', '1', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'x']",x**3 - x - 1,x**3 - x - 1
"['add', 'x', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",16*x**4 + x,16*x**4 + x
"['pow', 'acos', 'x', 's+', '4']",acos(x)**4,x**4*(24 + 12*pi**2)/24 + pi*x**3*(-6 - pi**2/4)/3 + 3*pi**2*x**2/2 - pi**3*x/2 + pi**4/16
"['tan', 'mul', 'mul', 's+', '1', 'pow', 's+', '3', 's-', '1', 'pow', 's+', '3', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",tan(sqrt(3)/3),tan(sqrt(3)/3)
"['acos', 'mul', 'x', 'pow', 'tan', 's+', '1', 's-', '1']",acos(x/tan(1)),-x**3/(6*tan(1)**3) - x/tan(1) + pi/2
"['pow', 'cos', 'pow', 'mul', 's-', '1', 'sin', 'add', 'x', 'mul', 's-', '1', 'cos', 'mul', 's+', '2', 'x', 'x', 's+', '2']",cos((-sin(x - cos(2*x)))**x)**2,x**4*(8*(3*cos(1)**2/sin(1)**2 + 3 + 12*cos(1)/sin(1))*log(sin(1))*sin(1)*cos(1) + 8*(3*cos(1)**2/sin(1)**2 + 3 + 12*cos(1)/sin(1))*log(sin(1))*cos(1)**2 - 24*cos(1)**3/sin(1) - 24*cos(1)**4/sin(1)**2 - 72*log(sin(1))**2*sin(1)*cos(1) - 72*log(sin(1))**2*cos(1)**2 - 6*log(sin(1))**4*cos(1)**2 + 6*log(sin(1))**4*sin(1)**2 + 46*log(sin(1))**4*sin(1)*cos(1) + 72*log(sin(1))**2*cos(1)**3/sin(1) + 24*cos(1)**2 - 8*(3*cos(1)**2/sin(1)**2 + 3 + 12*cos(1)/sin(1))*log(sin(1))*sin(1)**2 + 4*(4*cos(1)**3/sin(1)**3 + 4*cos(1)/sin(1) + 24*cos(1)**2/sin(1)**2 + 24)*sin(1)*cos(1))/24 + x**3*(12*log(sin(1))*cos(1)**2 + 12*log(sin(1))*cos(1)**3/sin(1) + 6*log(sin(1))**3*sin(1)**2 + 6*log(sin(1))**3*sin(1)*cos(1) - 6*log(sin(1))**3*cos(1)**2 - 12*log(sin(1))*sin(1)*cos(1) + 2*(3*cos(1)**2/sin(1)**2 + 3 + 12*cos(1)/sin(1))*sin(1)*cos(1))/6 + x**2*(-2*log(sin(1))**2*sin(1)*cos(1) - 2*log(sin(1))**2*cos(1)**2 + 2*log(sin(1))**2*sin(1)**2 + 4*cos(1)**2)/2 - 2*x*log(sin(1))*sin(1)*cos(1) + cos(1)**2
"['tan', 'add', 'x', 'pow', 'x', 'add', 'pow', 'x', 's+', '6', 'add', 'pow', 'x', 's+', '3', '0', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '1', '0', 'add', 'mul', 's+', '6', 'pow', 'x', 's+', '2', '6', 'add', 'mul', 's+', '1', '5', 'pow', 'x', 's+', '1', '4', 'add', 'mul', 's+', '1', '5', 'pow', 'x', 's+', '2', '2', 'mul', 's+', '2', '0', 'pow', 'x', 's+', '1', '8']",tan(x + x**(x**30 + 6*x**26 + 15*x**22 + 20*x**18 + 15*x**14 + 6*x**10 + x**6)),tan(1)
"['pow', 'add', 's+', '1', 'x', 'pow', 'x', 's+', '2']",(x + 1)**(x**2),-x**4/2 + x**3 + 1
"['sin', 'pow', 'asin', 'x', 'x']",sin(asin(x)**x),sin(1)
"['cos', 'cos', 'pow', 'add', 'x', 'pow', 'sin', 'x', 's+', '3', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",cos(cos(sqrt(x + sin(x)**3))),cos(1)
"['cos', 'sin', 'x']",cos(sin(x)),5*x**4/24 - x**2/2 + 1
"['mul', 'pow', 'x', 's+', '2', 'acos', 'x']",x**2*acos(x),-x**3 + pi*x**2/2
"['add', 'mul', 's-', '1', 'x', 'mul', 'x', 'sin', 'mul', 's+', '2', 'x']",x*sin(2*x) - x,-4*x**4/3 + 2*x**2 - x
"['add', 'mul', 's-', '1', 'x', 'sin', 'mul', 's+', '2', 'x']",-x + sin(2*x),-4*x**3/3 + x
"['add', 'mul', 's-', '1', 'x', 'tan', 's+', '1']",-x + tan(1),-x + tan(1)
"['ln', 'ln', 'acot', 'pow', 'x', 's+', '6']",log(log(acot(x**6))),log(log(pi/2))
"['acot', 'mul', 'x', 'cos', 'x']",acot(x*cos(x)),5*x**3/6 - x + pi/2
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 'mul', 's+', '1', 'pow', 's+', '1', '0', '2', '4', 's-', '1', 'mul', 'x', 'pow', 'pi', 's+', '5']",2*x**2 + pi**5*x/1024,2*x**2 + pi**5*x/1024
"['add', 'x', 'cos', 'add', 'mul', 's+', '2', 'x', 'mul', 'pow', 'x', 's+', '3', 'exp', 'x']",x + cos(x**3*exp(x) + 2*x),-4*x**4/3 - 2*x**2 + x + 1
"['add', 's+', '1', 'add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '5']",-x**5 + x + 1,x + 1
"['mul', 'cos', 'add', 'x', 'mul', 's-', '1', 'sin', 'x', 'exp', 'x']",exp(x)*cos(x - sin(x)),x**4/24 + x**3/6 + x**2/2 + x + 1
"['add', 's+', '1', 'mul', 's+', '4', 'x']",4*x + 1,4*x + 1
"['add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'mul', 's-', '2', 'mul', 'x', 'acos', 'x']",2*x**2 - 2*x*acos(x),x**4/3 + 4*x**2 - pi*x
"['pow', 'acos', 'pow', 'x', 's+', '2', 's+', '4']",acos(x**2)**4,3*pi**2*x**4/2 - pi**3*x**2/2 + pi**4/16
"['cos', 'add', 'x', 'pow', 'x', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'sin', 'x']",cos(x + x**(x**3 - sin(x))),cos(1)
"['add', 'x', 'add', 'sin', 'x', 'sin', 'add', 's+', '1', 'x']",x + sin(x) + sin(x + 1),x**4*sin(1)/24 + x**3*(-1 - cos(1))/6 - x**2*sin(1)/2 + x*(cos(1) + 2) + sin(1)
"['add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'pow', 'x', 's+', '8']",-x**8 + x**6 + x**4 - x**2,x**4 - x**2
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '4', 's-', '1', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",-x**(5/4) + 2*x**2 - x,-x
"['asin', 'mul', 's+', '2', 'x']",asin(2*x),4*x**3/3 + 2*x
"['add', 'pow', 'tan', 'add', 'x', 'pow', 'x', 'x', 's+', '2', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '2', 'mul', 's-', '4', 'mul', 'x', 'tan', 'add', 'x', 'pow', 'x', 'x']",4*x**2 - 4*x*tan(x + x**x) + tan(x + x**x)**2,tan(1)**2
"['cos', 'add', 'pow', 'x', 's+', '1', '6', 'mul', 's+', '2', 'x']",cos(x**16 + 2*x),2*x**4/3 - 2*x**2 + 1
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'x']",x**4 + 2*x + 1,x**4 + 2*x + 1
"['sin', 'add', 'x', 'pow', 'x', 's+', '2']",sin(x**2 + x),-x**4/2 - x**3/6 + x**2 + x
"['add', 'x', 'mul', 'x', 'exp', 'pow', 'x', 's+', '3']",x*exp(x**3) + x,x**4 + 2*x
"['ln', 'add', 'mul', 's-', '1', 'x', 'acot', 'add', 'pow', 'x', 's+', '6', 'add', 'pow', 'tan', 'x', 's+', '6', 'add', 'mul', 's+', '6', 'mul', 'x', 'pow', 'tan', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '5', 'tan', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '2', 'pow', 'tan', 'x', 's+', '4', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '4', 'pow', 'tan', 'x', 's+', '2', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'tan', 'x', 's+', '3']",log(-x + acot(x**6 + 6*x**5*tan(x) + 15*x**4*tan(x)**2 + 20*x**3*tan(x)**3 + 15*x**2*tan(x)**4 + 6*x*tan(x)**5 + tan(x)**6)),-4*x**4/pi**4 - 8*x**3/(3*pi**3) - 2*x**2/pi**2 - 2*x/pi + log(pi/2)
"['add', 'x', 'add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '1', '6', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '7', 'add', 'mul', 's+', '4', 'pow', 'x', 's+', '1', '3', 'mul', 's+', '6', 'pow', 'x', 's+', '1', '0']",x**16 + 4*x**13 + 6*x**10 + 4*x**7 + x**4 + x,x**4 + x
"['cos', 'add', 'mul', 's-', '1', 'exp', 'x', 'mul', 's+', '2', 'x']",cos(2*x - exp(x)),x**4*(2*cos(1) + 5*sin(1))/24 + x**3*(-2*sin(1) + 3*cos(1))/6 + x**2*(-sin(1) - cos(1))/2 + x*sin(1) + cos(1)
"['mul', 's-', '1', 'mul', 'x', 'tan', 'add', 'pow', 'x', 's+', '3', '0', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's+', '1', '2', 'pow', 'x', 's+', '2', '6', 'add', 'mul', 's+', '6', '0', 'pow', 'x', 's+', '2', '2', 'add', 'mul', 's+', '6', '4', 'pow', 'x', 's+', '6', 'add', 'mul', 's+', '1', '6', '0', 'pow', 'x', 's+', '1', '8', 'add', 'mul', 's+', '1', '9', '2', 'pow', 'x', 's+', '1', '0', 'mul', 's+', '2', '4', '0', 'pow', 'x', 's+', '1', '4']",-x*tan(x**30 + 12*x**26 + 60*x**22 + 160*x**18 + 240*x**14 + 192*x**10 + 64*x**6 - x),x**4/3 + x**2
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'mul', 'exp', 'mul', 's+', '2', 'x', 'exp', 'mul', 'x', 'acot', 'pow', 'x', 's+', '3']",x**2 + x*exp(2*x)*exp(x*acot(x**3)),x**4*(pi**3/2 + 32 + 6*pi**2 + 24*pi)/24 + x**3*(3*pi**2/4 + 12 + 6*pi)/6 + x**2*(pi + 6)/2 + x
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's-', '4', 'pow', 'x', 's+', '2']",-x**3 - 4*x**2 + x,-x**3 - 4*x**2 + x
"['add', 'x', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pi']",x + pi/2,x + pi/2
