prefix,function,expansion
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'pow', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(2)/2,sqrt(2)/2
"['add', 'pow', 'x', 's+', '4', 'pow', 'x', 's+', '7']",x**7 + x**4,x**4
"['add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",x**2 - x,x**2 - x
"['mul', 'x', 'pow', 'add', 'x', 'exp', 'x', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1']",x/sqrt(x + exp(x)),-11*x**4/6 + 5*x**3/4 - x**2 + x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['add', 'x', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '2']",-x**2*cos(x)**2 + x,x**4 - x**2 + x
"['asin', 'x']",asin(x),x**3/6 + x
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '5', 'mul', 's-', '1', 'mul', 'x', 'pow', 'cos', 'pow', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1', 's-', '1']",x**5 - x/cos(x**(5/2)),-x
"['cos', 'pow', 'x', 's+', '2']",cos(x**2),1 - x**4/2
"['mul', 's+', '2', 'pow', 'x', 's+', '4']",2*x**4,2*x**4
"['add', 'cos', 'x', 'sin', 'x']",sin(x) + cos(x),x**4/24 - x**3/6 - x**2/2 + x + 1
"['add', 'pow', 'x', 's+', '4', 'mul', 's-', '1', 'x']",x**4 - x,x**4 - x
"['pow', 'x', 's+', '4']",x**4,x**4
"['add', 'mul', 's-', '1', 'x', 'add', 'mul', 'x', 'pow', 'tan', 'add', 'x', 'cos', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'mul', 'x', 'asin', 'x']",x*sqrt(tan(x + cos(x))) - x*asin(x) - x,x**4*(-12*(1 + tan(1)**2)*sqrt(tan(1)) - 2*(1 + tan(1)**2)**2/sqrt(tan(1)) - 4 + 3*(1 + tan(1)**2)**2/tan(1)**(3/2) + 3*(1 + tan(1)**2)**3/(2*tan(1)**(5/2)) + 8*(1 + tan(1)**2)*tan(1)**(3/2))/24 + x**3*(-3*(1 + tan(1)**2)**2/(4*tan(1)**(3/2)) - 3*(1 + tan(1)**2)/(2*sqrt(tan(1))) + 3*(1 + tan(1)**2)*sqrt(tan(1)))/6 + x**2*(-2 + (1 + tan(1)**2)/sqrt(tan(1)))/2 + x*(-1 + sqrt(tan(1)))
"['add', 's+', '1', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'mul', 'x', 'asin', 'x']",x**2 - x*asin(x) + 1,1 - x**4/6
"['sin', 'pow', 'x', 'pow', 'x', 's+', '2']",sin(x**(x**2)),sin(1)
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'acot', 'x']",x**4 - x**3 - x**2*acot(x),x**4 - pi*x**2/2
"['tan', 'x']",tan(x),x**3/3 + x
"['add', 'pow', 'x', 's+', '3', 'asin', 'pow', 'x', 's+', '5']",x**3 + asin(x**5),x**3
"['add', 'x', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",2*x**2*sin(x) + x,2*x**3 + x
"['cos', 'cos', 'x']",cos(cos(x)),x**4*(-3*cos(1) - sin(1))/24 + x**2*sin(1)/2 + cos(1)
"['pow', 'x', 's+', '2']",x**2,x**2
"['tan', 'x']",tan(x),x**3/3 + x
"['mul', 's+', '4', 'mul', 'pow', 'x', 's+', '4', 'pow', 'asin', 'sin', 'add', 's-', '1', 'x', 's+', '2']",4*x**4*asin(sin(x - 1))**2,4*x**4
"['add', 'x', 'sin', 'tan', 's+', '1']",x + sin(tan(1)),x + sin(tan(1))
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'x', 'mul', 'x', 'pow', 'acot', 'x', 's-', '1']",x**2 + 2*x + x/acot(x),4*x**4*(-1 + 12/pi**2)/(3*pi**2) + 8*x**3/pi**3 + x**2*(8/pi**2 + 2)/2 + x*(2/pi + 2)
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'add', 'x', 'acos', 'pow', 'x', 's+', '2']",sin(x + acos(x**2)),-11*x**4/24 + x**3 - x**2/2 + 1
"['add', 'x', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '2', 'mul', 'x', 'exp', 'x', 'exp', 'mul', 's+', '2', 'x']",x**2 - 2*x*exp(x) + x + exp(2*x),x**4/3 + x**3/3 + x**2 + x + 1
"['mul', 's+', '2', 'acos', 'mul', 's+', '2', 'x']",2*acos(2*x),-8*x**3/3 - 4*x + pi
"['mul', 'x', 'pow', 'add', 'mul', 's+', '2', 'x', 'add', 'mul', 's+', '2', 'pow', 'x', 's+', '2', 'cos', 'x', 's-', '1']",x/(2*x**2 + 2*x + cos(x)),-2*x**4 + 5*x**3/2 - 2*x**2 + x
"['add', 'pow', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '5', 'sin', 'x', 'tan', 'pow', 'x', 's+', '2']",x**6 - x**5*sin(x) + tan(x**2),x**2
"['add', 'x', 'mul', 's-', '1', 'sin', 'x']",x - sin(x),x**3/6
"['tan', 'pow', 'x', 's+', '4']",tan(x**4),x**4
"['add', 'mul', 's-', '1', 'x', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '3', 'acos', 'x']",2*x**3*acos(x) - x,-2*x**4 + pi*x**3 - x
"['mul', 'pow', 'acos', 'x', 's-', '1', 'sin', 'x']",sin(x)/acos(x),x**4*(-8/pi + 8*(1 + 24/pi**2)/pi)/(12*pi) + x**3*(-1 + 24/pi**2)/(3*pi) + 4*x**2/pi**2 + 2*x/pi
"['add', 'pow', 'x', 's+', '5', 'add', 'pow', 'cos', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 's+', '5', 'add', 'mul', 's+', '5', 'mul', 'x', 'pow', 'cos', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 's+', '4', 'add', 'mul', 's+', '5', 'mul', 'pow', 'x', 's+', '4', 'cos', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 's+', '3', 'mul', 's+', '1', '0', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 's+', '2']",x**5 + 5*x**4*cos(8*x**3) + 10*x**3*cos(8*x**3)**2 + 10*x**2*cos(8*x**3)**3 + 5*x*cos(8*x**3)**4 + cos(8*x**3)**5,5*x**4 + 10*x**3 + 10*x**2 + 5*x + 1
"['pow', 'x', 's+', '2']",x**2,x**2
"['sin', 'pow', 'x', 's+', '2']",sin(x**2),x**2
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 's+', '1', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'add', 'mul', 's-', '3', 'x', 'mul', 's+', '3', 'pow', 'x', 's+', '2']",-x**3 + 3*x**2 - 3*x + 1,-x**3 + 3*x**2 - 3*x + 1
"['tan', 'add', 's+', '1', 'x']",tan(x + 1),x**4*(1 + tan(1)**2)*(2 + 3*tan(1)**2)*tan(1)/3 + x**3*(1 + tan(1)**2)*(1 + 3*tan(1)**2)/3 + x**2*(1 + tan(1)**2)*tan(1) + x*(1 + tan(1)**2) + tan(1)
"['exp', 'pow', 'x', 's+', '2']",exp(x**2),x**4/2 + x**2 + 1
"['mul', 's-', '1', 'acot', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",-acot(1/2),-acot(1/2)
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'sin', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'x', 'add', 'mul', 's+', '2', 'mul', 'x', 'sin', 'x', 'tan', 'pow', 'x', 's+', '4']",x**2 + 2*x*sin(x) + 2*x + sin(x)**2 + tan(x**4),x**4/3 + 4*x**2 + 2*x
"['add', 'x', 'ln', 'cos', 'x']",x + log(cos(x)),-x**4/12 - x**2/2 + x
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '2', 'tan', 'mul', 's+', '2', 'x']",x**3 + x**2*tan(2*x),3*x**3
"['mul', 'x', 'sin', 'pow', 'x', 's+', '2']",x*sin(x**2),x**3
"['pow', 'x', 's+', '2']",x**2,x**2
"['tan', 'add', 'x', 'tan', 'x']",tan(x + tan(x)),3*x**3 + 2*x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",-x**2 + 2*x,-x**2 + 2*x
"['add', 'x', 'add', 'pow', 'x', 's+', '4', 'mul', 'pow', 'x', 's+', '3', 'pow', 'sin', 'x', 's+', '3']",x**4 + x**3*sin(x)**3 + x,x**4 + x
"['mul', 's-', '1', 'mul', 'x', 'pow', 'add', 'pow', 'acot', 'x', 's+', '6', 'add', 'pow', 'cos', 'x', 's+', '6', 'add', 'mul', 's-', '1', 'acos', 'x', 'add', 'mul', 's+', '6', 'mul', 'pow', 'acot', 'x', 's+', '5', 'cos', 'x', 'add', 'mul', 's+', '6', 'mul', 'pow', 'cos', 'x', 's+', '5', 'acot', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'acot', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '4', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'acot', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '2', 'mul', 's+', '2', '0', 'mul', 'pow', 'acot', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '3', 's-', '1']",-x/(cos(x)**6 + 6*cos(x)**5*acot(x) + 15*cos(x)**4*acot(x)**2 + 20*cos(x)**3*acot(x)**3 + 15*cos(x)**2*acot(x)**4 + 6*cos(x)*acot(x)**5 - acos(x) + acot(x)**6),x**4*(-24*(5 + 15*pi + 3*pi**5/16 + 15*pi**2 + 15*pi**4/8 + 15*pi**3/2)**3/(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16)**2 - 68 + 120*pi + 3*pi**5/2 + 300*pi**2 + 75*pi**4/2 + 180*pi**3 + 24*(-3*pi**5/16 + 24 + 45*pi + 15*pi**3/2 + 30*pi**2)*(5 + 15*pi + 3*pi**5/16 + 15*pi**2 + 15*pi**4/8 + 15*pi**3/2)/(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16))/(24*(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16)**2) + x**3*(-6*(5 + 15*pi + 3*pi**5/16 + 15*pi**2 + 15*pi**4/8 + 15*pi**3/2)**2/(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16) - 9*pi**5/16 + 72 + 135*pi + 45*pi**3/2 + 90*pi**2)/(6*(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16)**2) + x**2*(-15*pi**3 - 15*pi**4/4 - 30*pi**2 - 3*pi**5/8 - 30*pi - 10)/(2*(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16)**2) - x/(1 + 5*pi/2 + pi**6/64 + 15*pi**2/4 + 3*pi**5/16 + 5*pi**3/2 + 15*pi**4/16)
"['pow', 'x', 's+', '2']",x**2,x**2
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's+', '2', 'x']",-x**(3/2) - x**2 + 2*x,2*x
"['pow', 'x', 's+', '3']",x**3,x**3
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '5', 'mul', 'pow', 'x', 's+', '2', 'tan', 'x']",-x**5 + x**2*tan(x),x**3
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['add', 'pow', 'x', 's+', '3', 'add', 'mul', 's+', '2', 'x', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",x**3 + 2*x**2 + 2*x,x**3 + 2*x**2 + 2*x
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '2', 'pow', 'x', 's+', '3', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'sin', 'x']",-2*x**3 + 2*x**2*sin(x) + x**2,x**2
"['mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'pi', 'x']",pi*x/2,pi*x/2
"['mul', 'x', 'acot', 'x']",x*acot(x),x**4/3 - x**2 + pi*x/2
"['mul', 'x', 'cos', 'x']",x*cos(x),-x**3/2 + x
"['cos', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'x', 'mul', 'x', 'pow', 'add', 's+', '1', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",cos(x**2 + x*sqrt(1 - x**2) - x),1 - x**4/2
"['mul', 'x', 'pow', 'acot', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",x*sqrt(acot(x)),sqrt(2)*x**4*(4 - 6/pi**2)/(24*sqrt(pi)) - sqrt(2)*x**3/(4*pi**(3/2)) - sqrt(2)*x**2/(2*sqrt(pi)) + sqrt(2)*sqrt(pi)*x/2
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'cos', 'x']",x**2 + x*cos(x),-x**3/2 + x**2 + x
"['cos', 's+', '1']",cos(1),cos(1)
"['sin', 'mul', 's+', '2', 'x']",sin(2*x),-4*x**3/3 + 2*x
"['cos', 'add', 'x', 'mul', 's-', '1', 'cos', 'add', 'pow', 'x', 's+', '2', 'mul', 's-', '1', 'x']",cos(x - cos(x**2 - x)),x**4*(5*sin(1) + 22*cos(1))/24 + x**3*(-7*sin(1) - 3*cos(1))/6 + x**2*(-cos(1) + sin(1))/2 + x*sin(1) + cos(1)
"['add', 'x', 'pow', 'cos', 'pow', 'acot', 'x', 's+', '4', 'sin', 'pow', 'x', 's+', '1', '6']",x + cos(acot(x)**4)**sin(x**16),x + 1
"['add', 'x', 'add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'add', 'mul', 's-', '1', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'pow', 'x', 's+', '2', 'add', 'mul', 's+', '2', 'mul', 'x', 'exp', 'x', 'exp', 'mul', 's+', '2', 'x', 's-', '1', 'mul', 's+', '2', 'mul', 'pow', 'x', 's+', '2', 'pow', 'add', 'x', 'exp', 'x', 's-', '1']",-x**2 - x**2/(x**2 + 2*x*exp(x) + exp(2*x)) + 2*x**2/(x + exp(x)) + x,-4*x**4 + x
"['pow', 'x', 's+', '4']",x**4,x**4
"['add', 'mul', 's-', '5', '1', '2', 'pow', 'x', 's+', '9', 'acos', 'add', 'pow', 'x', 's+', '4', 'mul', 's+', '2', 'x']",-512*x**9 + acos(x**4 + 2*x),-x**4 - 4*x**3/3 - 2*x + pi/2
"['add', 'pow', 'x', 's+', '3', 'mul', 'pow', 'x', 's+', '9', 'pow', 'tan', 'x', 's+', '3', '6']",x**9*tan(x)**36 + x**3,x**3
"['mul', 's+', '2', 'mul', 'x', 'acos', 'mul', 's+', '2', 'pow', 'x', 's+', '3']",2*x*acos(2*x**3),-4*x**4 + pi*x
"['mul', 'pow', 'x', 's+', '2', 'sin', 's+', '1']",x**2*sin(1),x**2*sin(1)
"['mul', 's-', '1', 'pow', 'add', 's-', '1', 'x', 's-', '1']",-1/(x - 1),x**4 + x**3 + x**2 + x + 1
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['cos', 'pow', 'x', 'x']",cos(x**x),cos(1)
"['cos', 'tan', 'x']",cos(tan(x)),-7*x**4/24 - x**2/2 + 1
"['add', 'mul', 's-', '1', 'pow', 'acot', 'mul', 's+', '8', 'pow', 'x', 's+', '3', 's+', '5', 'mul', 's+', '2', 'x']",2*x - acot(8*x**3)**5,5*pi**4*x**3/2 + 2*x - pi**5/32
"['add', 'pow', 'x', 's+', '6', 'sin', 'add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '7']",x**6 + sin(x**7 + x**2),x**2
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'x', 'add', 'pow', 'x', 's+', '3', 'mul', 's-', '1', 'sin', 'x']",x**3 + x - sin(x),7*x**3/6
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 'mul', 's+', '3', 'pow', 's+', '2', 's-', '1', 'mul', 's-', '1', 'x']",x**(3/2) + x**2 - x,-x
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'x', 'mul', 's-', '2', 'pow', 'x', 's+', '4']",-2*x**4 + x,-2*x**4 + x
"['add', 's+', '1', 'x']",x + 1,x + 1
"['acot', 'x']",acot(x),x**3/3 - x + pi/2
"['mul', 's-', '1', 'mul', 'pow', 'cos', 'x', 'mul', 's-', '1', 'x', 'acot', 'x']",-acot(x)/cos(x)**x,x**4/2 + x**3*(-3*pi/2 - 2)/6 + x - pi/2
"['add', 'pow', 'x', 's+', '4', 'mul', 'pow', 'x', 's+', '2', 'sin', 'sin', 'x']",x**4 + x**2*sin(sin(x)),x**4 + x**3
"['add', 'x', 'pow', 'cos', 'x', 'sin', 'x']",x + cos(x)**sin(x),-x**3/2 + x + 1
"['add', 'mul', 's-', '1', 'pow', 'sin', 'mul', 's+', '2', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'mul', 'mul', 's+', '1', 'pow', 's+', '4', 's-', '1', 'pi']",-sqrt(sin(2*x)) + pi/4,pi/4
"['sin', 'x']",sin(x),-x**3/6 + x
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '3', 'sin', 'x']",-x**3 + sin(x),-7*x**3/6 + x
"['add', 'pow', 'x', 's+', '9', 'mul', 's-', '1', 'asin', 'x']",x**9 - asin(x),-x**3/6 - x
"['add', 's-', '1', 'x']",x - 1,x - 1
"['add', 'x', 'add', 'pow', 'x', 's+', '7', 'add', 'mul', 'x', 'pow', 'cos', 'x', 's+', '6', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '2', 'pow', 'cos', 'x', 's+', '5', 'add', 'mul', 's+', '6', 'mul', 'pow', 'x', 's+', '6', 'cos', 'x', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '3', 'pow', 'cos', 'x', 's+', '4', 'add', 'mul', 's+', '1', '5', 'mul', 'pow', 'x', 's+', '5', 'pow', 'cos', 'x', 's+', '2', 'mul', 's+', '2', '0', 'mul', 'pow', 'x', 's+', '4', 'pow', 'cos', 'x', 's+', '3']",x**7 + 6*x**6*cos(x) + 15*x**5*cos(x)**2 + 20*x**4*cos(x)**3 + 15*x**3*cos(x)**4 + 6*x**2*cos(x)**5 + x*cos(x)**6 + x,5*x**4 + 12*x**3 + 6*x**2 + 2*x
"['pow', 'asin', 'pow', 'x', 'mul', 'x', 'pow', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '1', '0', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1']",sqrt(asin(x**(x*(x**2)**(x**10)))),sqrt(2)*sqrt(pi)/2
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '8']",x**8 + x**2,x**2
"['mul', 'x', 'tan', 'add', 'x', 'mul', 's+', '1', '6', 'pow', 'x', 's+', '4']",x*tan(16*x**4 + x),x**4/3 + x**2
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'pow', 'x', 's+', '6']",x**2 + x*sin(x**6),x**2
"['add', 'mul', 'x', 'sin', 'sin', 'x', 'mul', 'sin', 'pow', 'x', 's+', '6', 'sin', 'sin', 'x']",x*sin(sin(x)) + sin(x**6)*sin(sin(x)),-x**4/3 + x**2
"['mul', 's+', '2', 'mul', 'x', 'sin', 'tan', 'x']",2*x*sin(tan(x)),x**4/3 + 2*x**2
"['add', 'mul', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'x', 'mul', 'mul', 's-', '1', 'pow', 's+', '2', 's-', '1', 'pow', 'x', 's+', '4']",-x**4/2 + x/2,-x**4/2 + x/2
"['mul', 's+', '3', 'x']",3*x,3*x
"['pow', 'tan', 'mul', 'pow', 's+', '3', 'mul', 's+', '2', 'x', 'pow', 'x', 'mul', 's+', '2', 'x', 's+', '5']",tan(3**(2*x)*x**(2*x))**5,tan(1)**5
"['mul', 'exp', 'mul', 's-', '1', 'x', 'exp', 'cos', 'x']",exp(-x)*exp(cos(x)),-E*x**4/24 + E*x**3/3 - E*x + E
"['acos', 'pow', 'x', 's+', '4']",acos(x**4),-x**4 + pi/2
"['add', 'pow', 'x', 's+', '6', 'mul', 's+', '2', 'x']",x**6 + 2*x,2*x
"['add', 's+', '1', 'add', 'x', 'pow', 'x', 's+', '5']",x**5 + x + 1,x + 1
"['add', 'x', 'add', 'pow', 'x', 's+', '4', 'add', 'pow', 'x', 's+', '6', 'mul', 's-', '2', 'pow', 'x', 's+', '5']",x**6 - 2*x**5 + x**4 + x,x**4 + x
"['sin', 's+', '1']",sin(1),sin(1)
"['mul', 'x', 'cos', 'x']",x*cos(x),-x**3/2 + x
"['add', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",-x**2 + x,-x**2 + x
"['add', 'pow', 'x', 's+', '4', 'pow', 'x', 's+', '6']",x**6 + x**4,x**4
"['mul', 's-', '1', 'mul', 'x', 'pow', 'sin', 'add', 'x', 'cos', 'x', 's-', '1']",-x/sin(x + cos(x)),-x**4*(-20*cos(1)/sin(1) - 12 - 24*cos(1)**2/sin(1)**2 - 24*cos(1)**3/sin(1)**3)/(24*sin(1)) - x**3*(3*cos(1)/sin(1) + 6*cos(1)**2/sin(1)**2 + 3)/(6*sin(1)) + x**2*cos(1)/sin(1)**2 - x/sin(1)
"['add', 'pow', 'x', 's+', '2', 'mul', 's+', '2', 'x']",x**2 + 2*x,x**2 + 2*x
"['sin', 'mul', 's+', '2', 'pow', 'x', 's+', '2']",sin(2*x**2),2*x**2
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'exp', 'x', 'mul', 's+', '2', 'acot', 'x', 'add', 'mul', 's-', '2', 'x', 'mul', 's-', '2', 'mul', 'x', 'pow', 'exp', 'x', 'acot', 'x']",x**2 - 2*x*exp(x)**acot(x) - 2*x + exp(x)**(2*acot(x)),x**4*(-24*pi**2 - pi**3 + 64 + 24*pi + pi**4)/24 + x**3*(-12*pi - 3*pi**2/2 + 12 + pi**3)/6 + x**2*(-2*pi - 2 + pi**2)/2 + x*(-4 + pi) + 1
"['cos', 'x']",cos(x),x**4/24 - x**2/2 + 1
"['mul', 's+', '3', 'x']",3*x,3*x
"['add', 'mul', 'pow', 'x', 's+', '2', 'acos', 'x', 'mul', 'pow', 'x', 's+', '2', 'tan', 'add', 'x', 'exp', 'x']",x**2*tan(x + exp(x)) + x**2*acos(x),x**4*(12 + 12*tan(1)**2 + 96*(1 + tan(1)**2)*tan(1))/24 + x**3*(6 + 12*tan(1)**2)/6 + x**2*(2*tan(1) + pi)/2
"['add', 'pow', 'x', 's+', '2', 'add', 'pow', 'x', 's+', '3', 'pow', 'x', 's+', '4']",x**4 + x**3 + x**2,x**4 + x**3 + x**2
"['mul', 's+', '3', 'mul', 'x', 'cos', 'x']",3*x*cos(x),-3*x**3/2 + 3*x
"['add', 'x', 'tan', 'mul', 's+', '2', 'x']",x + tan(2*x),8*x**3/3 + 3*x
"['add', 'mul', 's-', '1', 'x', 'mul', 'x', 'cos', 'add', 'x', 'pow', 'x', 's+', '7']",x*cos(x**7 + x) - x,-x**3/2
"['cos', 'add', 'x', 'mul', 's-', '1', 'pow', 'cos', 'x', 'mul', 's+', '5', 'pow', 's+', '2', 's-', '1']",cos(x - cos(x)**(5/2)),x**4*(-115*sin(1)/4 - 71*cos(1)/4)/24 + x**3*(-15*cos(1)/2 - sin(1))/6 + x**2*(-cos(1) + 5*sin(1)/2)/2 + x*sin(1) + cos(1)
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'x']",x**2 + x*sin(x),-x**4/6 + 2*x**2
"['add', 'mul', 's-', '1', 'pow', 'x', 's+', '2', 'mul', 's+', '3', 'x']",-x**2 + 3*x,-x**2 + 3*x
"['asin', 'mul', 'pow', 'x', 's+', '2', 'sin', 'cos', 'x']",asin(x**2*sin(cos(x))),-x**4*cos(1)/2 + x**2*sin(1)
"['pow', 'add', 's+', '1', 'mul', 's+', '3', '2', 'pow', 'x', 's+', '4', 's-', '1']",1/(32*x**4 + 1),1 - 32*x**4
"['mul', 's+', '2', 'x']",2*x,2*x
"['add', 'pow', 'x', 's+', '2', 'mul', 'x', 'sin', 'x']",x**2 + x*sin(x),-x**4/6 + 2*x**2
"['add', 'pow', 'x', 's+', '4', 'add', 'mul', 's-', '1', 'x', 'mul', 's-', '1', 'pow', 'x', 's+', '2']",x**4 - x**2 - x,x**4 - x**2 - x
"['add', 'mul', 'x', 'exp', 'x', 'mul', 'pow', 'x', 's+', '2', 'mul', 'pow', 'sin', 'x', 's+', '5', 'exp', 'x']",x**2*exp(x)*sin(x)**5 + x*exp(x),x**4/6 + x**3/2 + x**2 + x
"['cos', 'cos', 'x']",cos(cos(x)),x**4*(-3*cos(1) - sin(1))/24 + x**2*sin(1)/2 + cos(1)
"['add', 'mul', 'pow', 's+', '2', 'pow', 'x', 's+', '2', 'pow', 'x', 'pow', 'x', 's+', '2', 'cos', 'cos', 'x']",2**(x**2)*x**(x**2) + cos(cos(x)),cos(1) + 1
"['acos', 'x']",acos(x),-x**3/6 - x + pi/2
"['add', 'pow', 'x', 's+', '7', 'add', 'mul', 's-', '1', 'x', 'add', 'mul', 's-', '3', 'pow', 'x', 's+', '5', 'add', 'mul', 's+', '3', 'pow', 'x', 's+', '3', 'mul', 'x', 'tan', 'x']",x**7 - 3*x**5 + 3*x**3 + x*tan(x) - x,x**4/3 + 3*x**3 + x**2 - x
"['mul', 's+', '2', 'x']",2*x,2*x
"['mul', 'x', 'exp', 'mul', 's-', '1', 'x']",x*exp(-x),-x**4/6 + x**3/2 - x**2 + x
"['add', 'pow', 'x', 's+', '2', 'pow', 'x', 's+', '5']",x**5 + x**2,x**2
"['mul', 'pow', 'x', 's+', '2', 'acos', 'x']",x**2*acos(x),-x**3 + pi*x**2/2
"['sin', 'sin', 'x']",sin(sin(x)),-x**3/3 + x
"['add', 'x', 'mul', 's-', '1', 'asin', 'pow', 'x', 'sin', 'pow', 'x', 's+', '5']",x - asin(x**sin(x**5)),-pi/2
"['pow', 'x', 's+', '2']",x**2,x**2
"['add', 'x', 'mul', 's-', '2', 'pow', 'x', 's+', '2']",-2*x**2 + x,-2*x**2 + x
"['add', 'pow', 'exp', 'x', 'pow', 'x', 'mul', 's+', '1', 'pow', 's+', '2', 's-', '1', 'cos', 'cos', 'x']",exp(x)**(sqrt(x)) + cos(cos(x)),cos(1) + 1
